bat_team,bowl_team,runs,wickets,overs,striker,non-striker,total
Kings XI Punjab,Rajasthan Royals,128,5,18.3,59,0,139
Kings XI Punjab,Rajasthan Royals,129,5,18.4,60,0,139
Kings XI Punjab,Rajasthan Royals,130,5,18.5,60,0,139
Kings XI Punjab,Rajasthan Royals,130,6,18.6,60,0,139
Kings XI Punjab,Rajasthan Royals,134,6,19.1,4,0,139
Kings XI Punjab,Rajasthan Royals,134,6,19.2,4,0,139
Kings XI Punjab,Rajasthan Royals,134,6,19.3,4,0,139
Kings XI Punjab,Rajasthan Royals,136,6,19.3,4,0,139
Kings XI Punjab,Rajasthan Royals,136,6,19.4,4,0,139
Kings XI Punjab,Rajasthan Royals,137,6,19.5,4,1,139
Kings XI Punjab,Rajasthan Royals,139,6,19.6,6,1,139
Mumbai Indians,Kolkata Knight Riders,46,0,5.1,31,8,187
Mumbai Indians,Kolkata Knight Riders,47,0,5.1,31,8,187
Mumbai Indians,Kolkata Knight Riders,47,0,5.2,31,8,187
Mumbai Indians,Kolkata Knight Riders,47,0,5.3,31,8,187
Mumbai Indians,Kolkata Knight Riders,49,0,5.4,31,10,187
Mumbai Indians,Kolkata Knight Riders,55,0,5.5,31,16,187
Mumbai Indians,Kolkata Knight Riders,61,0,5.6,31,22,187
Mumbai Indians,Kolkata Knight Riders,61,0,6.1,31,22,187
Mumbai Indians,Kolkata Knight Riders,63,0,6.2,33,22,187
Mumbai Indians,Kolkata Knight Riders,64,0,6.3,34,22,187
Mumbai Indians,Kolkata Knight Riders,65,0,6.4,34,23,187
Mumbai Indians,Kolkata Knight Riders,71,0,6.5,40,23,187
Mumbai Indians,Kolkata Knight Riders,72,0,6.6,41,23,187
Mumbai Indians,Kolkata Knight Riders,73,0,7.1,42,23,187
Mumbai Indians,Kolkata Knight Riders,79,0,7.2,42,29,187
Mumbai Indians,Kolkata Knight Riders,80,0,7.3,42,30,187
Mumbai Indians,Kolkata Knight Riders,81,0,7.4,43,30,187
Mumbai Indians,Kolkata Knight Riders,82,0,7.5,43,31,187
Mumbai Indians,Kolkata Knight Riders,86,0,7.6,47,31,187
Mumbai Indians,Kolkata Knight Riders,92,0,8.1,47,37,187
Mumbai Indians,Kolkata Knight Riders,93,0,8.2,47,38,187
Mumbai Indians,Kolkata Knight Riders,99,0,8.3,53,38,187
Mumbai Indians,Kolkata Knight Riders,100,0,8.4,54,38,187
Mumbai Indians,Kolkata Knight Riders,102,0,8.5,54,40,187
Mumbai Indians,Kolkata Knight Riders,103,0,8.6,54,41,187
Mumbai Indians,Kolkata Knight Riders,104,0,9.1,54,42,187
Mumbai Indians,Kolkata Knight Riders,104,0,9.2,54,42,187
Mumbai Indians,Kolkata Knight Riders,108,0,9.3,58,42,187
Mumbai Indians,Kolkata Knight Riders,109,0,9.4,59,42,187
Mumbai Indians,Kolkata Knight Riders,110,0,9.5,59,43,187
Mumbai Indians,Kolkata Knight Riders,111,0,9.6,60,43,187
Mumbai Indians,Kolkata Knight Riders,112,0,10.1,61,43,187
Mumbai Indians,Kolkata Knight Riders,116,0,10.2,61,47,187
Mumbai Indians,Kolkata Knight Riders,116,0,10.3,61,47,187
Mumbai Indians,Kolkata Knight Riders,116,0,10.4,61,47,187
Mumbai Indians,Kolkata Knight Riders,117,0,10.5,61,48,187
Mumbai Indians,Kolkata Knight Riders,118,0,10.6,62,48,187
Mumbai Indians,Kolkata Knight Riders,119,0,11.1,63,48,187
Mumbai Indians,Kolkata Knight Riders,121,0,11.2,63,50,187
Mumbai Indians,Kolkata Knight Riders,121,0,11.3,63,50,187
Mumbai Indians,Kolkata Knight Riders,121,0,11.4,63,50,187
Mumbai Indians,Kolkata Knight Riders,122,0,11.5,63,51,187
Mumbai Indians,Kolkata Knight Riders,123,0,11.6,64,51,187
Mumbai Indians,Kolkata Knight Riders,127,0,12.1,68,51,187
Mumbai Indians,Kolkata Knight Riders,127,1,12.2,68,51,187
Mumbai Indians,Kolkata Knight Riders,127,1,12.3,51,0,187
Mumbai Indians,Kolkata Knight Riders,131,1,12.4,51,4,187
Mumbai Indians,Kolkata Knight Riders,131,1,12.5,51,4,187
Mumbai Indians,Kolkata Knight Riders,131,1,12.6,51,4,187
Mumbai Indians,Kolkata Knight Riders,132,1,13.1,52,4,187
Mumbai Indians,Kolkata Knight Riders,138,1,13.2,52,10,187
Mumbai Indians,Kolkata Knight Riders,144,1,13.3,52,16,187
Mumbai Indians,Kolkata Knight Riders,146,1,13.4,52,18,187
Mumbai Indians,Kolkata Knight Riders,146,2,13.5,52,18,187
Mumbai Indians,Kolkata Knight Riders,147,2,13.6,52,1,187
Mumbai Indians,Kolkata Knight Riders,147,2,14.1,52,1,187
Mumbai Indians,Kolkata Knight Riders,148,2,14.2,52,2,187
Mumbai Indians,Kolkata Knight Riders,148,2,14.3,52,2,187
Mumbai Indians,Kolkata Knight Riders,148,3,14.4,52,2,187
Mumbai Indians,Kolkata Knight Riders,150,3,14.5,2,2,187
Mumbai Indians,Kolkata Knight Riders,151,3,14.6,3,2,187
Mumbai Indians,Kolkata Knight Riders,151,4,15.1,3,2,187
Mumbai Indians,Kolkata Knight Riders,151,4,15.2,2,0,187
Mumbai Indians,Kolkata Knight Riders,152,4,15.3,2,1,187
Mumbai Indians,Kolkata Knight Riders,153,4,15.4,3,1,187
Mumbai Indians,Kolkata Knight Riders,154,4,15.5,3,2,187
Mumbai Indians,Kolkata Knight Riders,155,4,15.6,4,2,187
Mumbai Indians,Kolkata Knight Riders,155,4,16.1,4,2,187
Mumbai Indians,Kolkata Knight Riders,156,4,16.2,5,2,187
Mumbai Indians,Kolkata Knight Riders,157,4,16.3,5,3,187
Mumbai Indians,Kolkata Knight Riders,161,4,16.4,9,3,187
Mumbai Indians,Kolkata Knight Riders,162,4,16.5,9,3,187
Mumbai Indians,Kolkata Knight Riders,162,5,16.6,9,3,187
Mumbai Indians,Kolkata Knight Riders,162,5,17.1,9,0,187
Mumbai Indians,Kolkata Knight Riders,163,5,17.2,9,1,187
Mumbai Indians,Kolkata Knight Riders,164,5,17.3,10,1,187
Mumbai Indians,Kolkata Knight Riders,166,5,17.4,10,3,187
Mumbai Indians,Kolkata Knight Riders,168,5,17.5,10,5,187
Mumbai Indians,Kolkata Knight Riders,169,5,17.6,10,6,187
Mumbai Indians,Kolkata Knight Riders,169,5,18.1,10,6,187
Mumbai Indians,Kolkata Knight Riders,169,5,18.2,10,6,187
Mumbai Indians,Kolkata Knight Riders,171,5,18.3,10,8,187
Mumbai Indians,Kolkata Knight Riders,175,5,18.4,12,10,187
Mumbai Indians,Kolkata Knight Riders,175,6,18.5,12,10,187
Mumbai Indians,Kolkata Knight Riders,177,6,18.6,10,2,187
Mumbai Indians,Kolkata Knight Riders,178,6,19.1,11,2,187
Mumbai Indians,Kolkata Knight Riders,179,6,19.2,11,3,187
Mumbai Indians,Kolkata Knight Riders,182,6,19.3,14,3,187
Mumbai Indians,Kolkata Knight Riders,183,6,19.4,14,4,187
Mumbai Indians,Kolkata Knight Riders,185,6,19.5,16,4,187
Mumbai Indians,Kolkata Knight Riders,187,6,19.6,18,4,187
Delhi Daredevils,Rajasthan Royals,36,2,5.1,6,5,143
Delhi Daredevils,Rajasthan Royals,37,2,5.2,7,5,143
Delhi Daredevils,Rajasthan Royals,38,2,5.3,7,6,143
Delhi Daredevils,Rajasthan Royals,38,2,5.4,7,6,143
Delhi Daredevils,Rajasthan Royals,38,3,5.5,7,6,143
Delhi Daredevils,Rajasthan Royals,42,3,5.6,10,0,143
Delhi Daredevils,Rajasthan Royals,43,3,6.1,10,1,143
Delhi Daredevils,Rajasthan Royals,44,3,6.2,11,1,143
Delhi Daredevils,Rajasthan Royals,45,3,6.3,11,2,143
Delhi Daredevils,Rajasthan Royals,46,3,6.4,12,2,143
Delhi Daredevils,Rajasthan Royals,48,3,6.5,12,4,143
Delhi Daredevils,Rajasthan Royals,48,3,6.6,12,4,143
Delhi Daredevils,Rajasthan Royals,49,3,7.1,13,4,143
Delhi Daredevils,Rajasthan Royals,49,4,7.2,13,4,143
Delhi Daredevils,Rajasthan Royals,50,4,7.3,13,1,143
Delhi Daredevils,Rajasthan Royals,51,4,7.4,14,1,143
Delhi Daredevils,Rajasthan Royals,52,4,7.5,14,2,143
Delhi Daredevils,Rajasthan Royals,56,4,7.6,18,2,143
Delhi Daredevils,Rajasthan Royals,57,4,8.1,18,3,143
Delhi Daredevils,Rajasthan Royals,58,4,8.2,19,3,143
Delhi Daredevils,Rajasthan Royals,59,4,8.3,19,4,143
Delhi Daredevils,Rajasthan Royals,60,4,8.4,20,4,143
Delhi Daredevils,Rajasthan Royals,60,4,8.5,20,4,143
Delhi Daredevils,Rajasthan Royals,61,4,8.5,20,4,143
Delhi Daredevils,Rajasthan Royals,61,4,8.6,20,4,143
Delhi Daredevils,Rajasthan Royals,62,4,9.1,21,4,143
Delhi Daredevils,Rajasthan Royals,63,4,9.2,21,5,143
Delhi Daredevils,Rajasthan Royals,65,4,9.3,23,5,143
Delhi Daredevils,Rajasthan Royals,65,4,9.4,23,5,143
Delhi Daredevils,Rajasthan Royals,65,4,9.5,23,5,143
Delhi Daredevils,Rajasthan Royals,66,4,9.6,24,5,143
Delhi Daredevils,Rajasthan Royals,67,4,10.1,25,5,143
Delhi Daredevils,Rajasthan Royals,67,4,10.2,25,5,143
Delhi Daredevils,Rajasthan Royals,68,4,10.3,25,6,143
Delhi Daredevils,Rajasthan Royals,68,4,10.4,25,6,143
Delhi Daredevils,Rajasthan Royals,68,4,10.5,25,6,143
Delhi Daredevils,Rajasthan Royals,69,4,10.6,26,6,143
Delhi Daredevils,Rajasthan Royals,70,4,11.1,27,6,143
Delhi Daredevils,Rajasthan Royals,74,4,11.2,27,10,143
Delhi Daredevils,Rajasthan Royals,75,4,11.3,27,11,143
Delhi Daredevils,Rajasthan Royals,79,4,11.4,31,11,143
Delhi Daredevils,Rajasthan Royals,81,4,11.5,33,11,143
Delhi Daredevils,Rajasthan Royals,82,4,11.6,34,11,143
Delhi Daredevils,Rajasthan Royals,88,4,12.1,40,11,143
Delhi Daredevils,Rajasthan Royals,89,4,12.2,41,11,143
Delhi Daredevils,Rajasthan Royals,91,4,12.3,41,13,143
Delhi Daredevils,Rajasthan Royals,92,4,12.4,41,14,143
Delhi Daredevils,Rajasthan Royals,93,4,12.5,42,14,143
Delhi Daredevils,Rajasthan Royals,94,4,12.6,42,14,143
Delhi Daredevils,Rajasthan Royals,95,4,13.1,42,15,143
Delhi Daredevils,Rajasthan Royals,96,4,13.2,43,15,143
Delhi Daredevils,Rajasthan Royals,97,4,13.3,43,16,143
Delhi Daredevils,Rajasthan Royals,97,4,13.4,43,16,143
Delhi Daredevils,Rajasthan Royals,97,4,13.5,43,16,143
Delhi Daredevils,Rajasthan Royals,98,4,13.6,44,16,143
Delhi Daredevils,Rajasthan Royals,99,4,14.1,45,16,143
Delhi Daredevils,Rajasthan Royals,99,4,14.2,45,16,143
Delhi Daredevils,Rajasthan Royals,99,4,14.3,45,16,143
Delhi Daredevils,Rajasthan Royals,99,4,14.4,45,16,143
Delhi Daredevils,Rajasthan Royals,100,4,14.5,45,17,143
Delhi Daredevils,Rajasthan Royals,101,4,14.6,46,17,143
Delhi Daredevils,Rajasthan Royals,105,4,15.1,50,17,143
Delhi Daredevils,Rajasthan Royals,105,5,15.2,50,17,143
Delhi Daredevils,Rajasthan Royals,105,5,15.3,17,0,143
Delhi Daredevils,Rajasthan Royals,107,5,15.4,17,2,143
Delhi Daredevils,Rajasthan Royals,107,5,15.5,17,2,143
Delhi Daredevils,Rajasthan Royals,108,5,15.6,17,3,143
Delhi Daredevils,Rajasthan Royals,109,5,16.1,17,4,143
Delhi Daredevils,Rajasthan Royals,110,5,16.2,18,4,143
Delhi Daredevils,Rajasthan Royals,111,5,16.3,18,5,143
Delhi Daredevils,Rajasthan Royals,115,5,16.4,22,5,143
Delhi Daredevils,Rajasthan Royals,119,5,16.5,26,5,143
Delhi Daredevils,Rajasthan Royals,121,5,16.6,28,5,143
Delhi Daredevils,Rajasthan Royals,127,5,17.1,28,11,143
Delhi Daredevils,Rajasthan Royals,131,5,17.2,28,15,143
Delhi Daredevils,Rajasthan Royals,132,5,17.3,28,16,143
Delhi Daredevils,Rajasthan Royals,133,5,17.4,29,16,143
Delhi Daredevils,Rajasthan Royals,133,5,17.5,29,16,143
Delhi Daredevils,Rajasthan Royals,133,5,17.6,29,16,143
Delhi Daredevils,Rajasthan Royals,134,5,18.1,29,16,143
Delhi Daredevils,Rajasthan Royals,135,5,18.2,29,16,143
Delhi Daredevils,Rajasthan Royals,135,6,18.3,29,16,143
Delhi Daredevils,Rajasthan Royals,135,6,18.4,16,0,143
Delhi Daredevils,Rajasthan Royals,135,6,18.5,16,0,143
Delhi Daredevils,Rajasthan Royals,135,6,18.6,16,0,143
Delhi Daredevils,Rajasthan Royals,139,6,19.1,20,0,143
Delhi Daredevils,Rajasthan Royals,139,6,19.2,20,0,143
Delhi Daredevils,Rajasthan Royals,141,6,19.3,22,0,143
Delhi Daredevils,Rajasthan Royals,142,6,19.4,23,0,143
Delhi Daredevils,Rajasthan Royals,142,7,19.5,23,0,143
Delhi Daredevils,Rajasthan Royals,143,7,19.6,23,1,143
Kolkata Knight Riders,Royal Challengers Bangalore,44,1,5.1,21,17,139
Kolkata Knight Riders,Royal Challengers Bangalore,44,1,5.2,21,17,139
Kolkata Knight Riders,Royal Challengers Bangalore,45,1,5.3,22,17,139
Kolkata Knight Riders,Royal Challengers Bangalore,45,1,5.4,22,17,139
Kolkata Knight Riders,Royal Challengers Bangalore,45,2,5.5,22,17,139
Kolkata Knight Riders,Royal Challengers Bangalore,45,2,5.6,22,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,45,2,6.1,22,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,45,2,6.2,22,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,46,2,6.3,23,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,47,2,6.4,23,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,48,2,6.5,24,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,48,2,6.6,24,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,48,2,7.1,24,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,52,2,7.2,28,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,53,2,7.3,29,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,53,2,7.4,29,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,53,2,7.5,29,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,53,2,7.6,29,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,54,2,8.1,30,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,54,2,8.2,30,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,54,3,8.3,30,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,55,3,8.4,30,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,55,3,8.5,30,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,56,3,8.6,31,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,56,3,9.1,31,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,57,3,9.2,32,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,57,3,9.3,32,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,58,3,9.4,32,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,59,3,9.5,33,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,61,3,9.6,33,4,139
Kolkata Knight Riders,Royal Challengers Bangalore,62,3,10.1,34,4,139
Kolkata Knight Riders,Royal Challengers Bangalore,62,3,10.2,34,4,139
Kolkata Knight Riders,Royal Challengers Bangalore,63,3,10.3,34,5,139
Kolkata Knight Riders,Royal Challengers Bangalore,64,3,10.4,35,5,139
Kolkata Knight Riders,Royal Challengers Bangalore,65,3,10.5,35,6,139
Kolkata Knight Riders,Royal Challengers Bangalore,66,3,10.6,36,6,139
Kolkata Knight Riders,Royal Challengers Bangalore,70,3,11.1,40,6,139
Kolkata Knight Riders,Royal Challengers Bangalore,70,4,11.2,40,6,139
Kolkata Knight Riders,Royal Challengers Bangalore,70,4,11.3,6,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,71,4,11.4,7,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,73,4,11.5,7,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,74,4,11.6,7,3,139
Kolkata Knight Riders,Royal Challengers Bangalore,76,4,12.1,7,5,139
Kolkata Knight Riders,Royal Challengers Bangalore,76,4,12.2,7,5,139
Kolkata Knight Riders,Royal Challengers Bangalore,77,4,12.3,7,6,139
Kolkata Knight Riders,Royal Challengers Bangalore,78,4,12.4,8,6,139
Kolkata Knight Riders,Royal Challengers Bangalore,79,4,12.5,8,7,139
Kolkata Knight Riders,Royal Challengers Bangalore,80,4,12.6,9,7,139
Kolkata Knight Riders,Royal Challengers Bangalore,84,4,13.1,13,7,139
Kolkata Knight Riders,Royal Challengers Bangalore,85,4,13.2,14,7,139
Kolkata Knight Riders,Royal Challengers Bangalore,86,4,13.3,14,8,139
Kolkata Knight Riders,Royal Challengers Bangalore,87,4,13.4,15,8,139
Kolkata Knight Riders,Royal Challengers Bangalore,88,4,13.5,15,9,139
Kolkata Knight Riders,Royal Challengers Bangalore,89,4,13.6,16,9,139
Kolkata Knight Riders,Royal Challengers Bangalore,89,4,14.1,16,9,139
Kolkata Knight Riders,Royal Challengers Bangalore,90,4,14.2,17,9,139
Kolkata Knight Riders,Royal Challengers Bangalore,92,4,14.3,17,11,139
Kolkata Knight Riders,Royal Challengers Bangalore,93,4,14.4,17,12,139
Kolkata Knight Riders,Royal Challengers Bangalore,93,4,14.5,17,12,139
Kolkata Knight Riders,Royal Challengers Bangalore,94,4,14.6,18,12,139
Kolkata Knight Riders,Royal Challengers Bangalore,95,4,15.1,19,12,139
Kolkata Knight Riders,Royal Challengers Bangalore,96,4,15.2,19,13,139
Kolkata Knight Riders,Royal Challengers Bangalore,100,4,15.3,23,13,139
Kolkata Knight Riders,Royal Challengers Bangalore,100,4,15.4,23,13,139
Kolkata Knight Riders,Royal Challengers Bangalore,101,4,15.5,24,13,139
Kolkata Knight Riders,Royal Challengers Bangalore,107,4,15.6,24,19,139
Kolkata Knight Riders,Royal Challengers Bangalore,108,4,16.1,25,19,139
Kolkata Knight Riders,Royal Challengers Bangalore,110,4,16.2,25,21,139
Kolkata Knight Riders,Royal Challengers Bangalore,110,5,16.3,25,21,139
Kolkata Knight Riders,Royal Challengers Bangalore,111,5,16.4,26,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,112,5,16.5,26,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,113,5,16.6,27,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,115,5,17.1,29,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,116,5,17.2,30,0,139
Kolkata Knight Riders,Royal Challengers Bangalore,118,5,17.3,30,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,118,6,17.4,30,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,119,6,17.5,30,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,121,6,17.6,32,1,139
Kolkata Knight Riders,Royal Challengers Bangalore,122,6,18.1,32,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,126,6,18.2,36,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,130,6,18.3,40,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,131,6,18.4,41,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,132,6,18.4,41,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,132,6,18.5,41,2,139
Kolkata Knight Riders,Royal Challengers Bangalore,133,6,18.6,41,3,139
Kolkata Knight Riders,Royal Challengers Bangalore,134,6,19.1,41,4,139
Kolkata Knight Riders,Royal Challengers Bangalore,135,6,19.2,41,4,139
Kolkata Knight Riders,Royal Challengers Bangalore,136,6,19.3,41,5,139
Kolkata Knight Riders,Royal Challengers Bangalore,137,6,19.4,42,5,139
Kolkata Knight Riders,Royal Challengers Bangalore,138,6,19.5,42,6,139
Kolkata Knight Riders,Royal Challengers Bangalore,139,6,19.6,43,6,139
Kings XI Punjab,Mumbai Indians,23,2,5.1,4,0,119
Kings XI Punjab,Mumbai Indians,23,2,5.2,4,0,119
Kings XI Punjab,Mumbai Indians,24,2,5.3,4,0,119
Kings XI Punjab,Mumbai Indians,24,2,5.4,4,0,119
Kings XI Punjab,Mumbai Indians,25,2,5.5,5,0,119
Kings XI Punjab,Mumbai Indians,26,2,5.6,5,1,119
Kings XI Punjab,Mumbai Indians,27,2,6.1,5,2,119
Kings XI Punjab,Mumbai Indians,28,2,6.2,6,2,119
Kings XI Punjab,Mumbai Indians,29,2,6.3,6,3,119
Kings XI Punjab,Mumbai Indians,30,2,6.4,7,3,119
Kings XI Punjab,Mumbai Indians,31,2,6.5,7,4,119
Kings XI Punjab,Mumbai Indians,32,2,6.6,8,4,119
Kings XI Punjab,Mumbai Indians,32,2,7.1,8,4,119
Kings XI Punjab,Mumbai Indians,33,2,7.2,9,4,119
Kings XI Punjab,Mumbai Indians,34,2,7.3,9,5,119
Kings XI Punjab,Mumbai Indians,35,2,7.4,10,5,119
Kings XI Punjab,Mumbai Indians,39,2,7.5,10,9,119
Kings XI Punjab,Mumbai Indians,40,2,7.6,10,10,119
Kings XI Punjab,Mumbai Indians,41,2,8.1,11,10,119
Kings XI Punjab,Mumbai Indians,41,2,8.2,11,10,119
Kings XI Punjab,Mumbai Indians,41,3,8.3,11,10,119
Kings XI Punjab,Mumbai Indians,41,3,8.4,11,0,119
Kings XI Punjab,Mumbai Indians,41,3,8.5,11,0,119
Kings XI Punjab,Mumbai Indians,42,3,8.6,11,1,119
Kings XI Punjab,Mumbai Indians,44,3,9.1,11,3,119
Kings XI Punjab,Mumbai Indians,45,3,9.2,11,4,119
Kings XI Punjab,Mumbai Indians,46,3,9.2,11,4,119
Kings XI Punjab,Mumbai Indians,47,3,9.3,11,4,119
Kings XI Punjab,Mumbai Indians,48,3,9.4,11,5,119
Kings XI Punjab,Mumbai Indians,49,3,9.5,12,5,119
Kings XI Punjab,Mumbai Indians,50,3,9.6,12,6,119
Kings XI Punjab,Mumbai Indians,51,3,10.1,12,7,119
Kings XI Punjab,Mumbai Indians,52,3,10.2,13,7,119
Kings XI Punjab,Mumbai Indians,52,4,10.3,13,7,119
Kings XI Punjab,Mumbai Indians,53,4,10.4,14,0,119
Kings XI Punjab,Mumbai Indians,54,4,10.5,14,1,119
Kings XI Punjab,Mumbai Indians,55,4,10.6,15,1,119
Kings XI Punjab,Mumbai Indians,56,4,11.1,16,1,119
Kings XI Punjab,Mumbai Indians,57,4,11.2,16,2,119
Kings XI Punjab,Mumbai Indians,58,4,11.3,17,2,119
Kings XI Punjab,Mumbai Indians,58,4,11.4,17,2,119
Kings XI Punjab,Mumbai Indians,59,4,11.5,17,3,119
Kings XI Punjab,Mumbai Indians,60,4,11.6,18,3,119
Kings XI Punjab,Mumbai Indians,60,4,12.1,18,3,119
Kings XI Punjab,Mumbai Indians,60,4,12.2,18,3,119
Kings XI Punjab,Mumbai Indians,62,4,12.3,20,3,119
Kings XI Punjab,Mumbai Indians,68,4,12.4,26,3,119
Kings XI Punjab,Mumbai Indians,69,4,12.5,27,3,119
Kings XI Punjab,Mumbai Indians,74,4,12.5,27,3,119
Kings XI Punjab,Mumbai Indians,75,4,12.6,27,4,119
Kings XI Punjab,Mumbai Indians,75,4,13.1,27,4,119
Kings XI Punjab,Mumbai Indians,76,4,13.1,27,4,119
Kings XI Punjab,Mumbai Indians,77,4,13.2,27,5,119
Kings XI Punjab,Mumbai Indians,77,4,13.3,27,5,119
Kings XI Punjab,Mumbai Indians,78,4,13.4,28,5,119
Kings XI Punjab,Mumbai Indians,79,4,13.5,28,6,119
Kings XI Punjab,Mumbai Indians,80,4,13.6,29,6,119
Kings XI Punjab,Mumbai Indians,82,4,14.0,29,6,119
Kings XI Punjab,Mumbai Indians,83,4,14.1,29,7,119
Kings XI Punjab,Mumbai Indians,84,4,14.2,30,7,119
Kings XI Punjab,Mumbai Indians,84,5,14.3,30,7,119
Kings XI Punjab,Mumbai Indians,85,5,14.4,30,1,119
Kings XI Punjab,Mumbai Indians,85,5,14.5,30,1,119
Kings XI Punjab,Mumbai Indians,86,5,14.6,31,1,119
Kings XI Punjab,Mumbai Indians,87,5,15.0,31,1,119
Kings XI Punjab,Mumbai Indians,88,5,15.1,32,1,119
Kings XI Punjab,Mumbai Indians,89,5,15.2,32,2,119
Kings XI Punjab,Mumbai Indians,89,5,15.3,32,2,119
Kings XI Punjab,Mumbai Indians,90,5,15.4,33,2,119
Kings XI Punjab,Mumbai Indians,92,5,15.5,33,4,119
Kings XI Punjab,Mumbai Indians,93,5,15.6,33,5,119
Kings XI Punjab,Mumbai Indians,97,5,16.1,33,5,119
Kings XI Punjab,Mumbai Indians,97,6,16.2,33,5,119
Kings XI Punjab,Mumbai Indians,97,6,16.3,33,0,119
Kings XI Punjab,Mumbai Indians,97,7,16.4,33,0,119
Kings XI Punjab,Mumbai Indians,97,7,16.5,33,0,119
Kings XI Punjab,Mumbai Indians,98,7,16.6,33,1,119
Kings XI Punjab,Mumbai Indians,99,7,17.1,33,2,119
Kings XI Punjab,Mumbai Indians,100,7,17.2,34,2,119
Kings XI Punjab,Mumbai Indians,100,7,17.3,34,2,119
Kings XI Punjab,Mumbai Indians,101,7,17.4,34,3,119
Kings XI Punjab,Mumbai Indians,102,7,17.5,35,3,119
Kings XI Punjab,Mumbai Indians,102,7,17.6,35,3,119
Kings XI Punjab,Mumbai Indians,103,7,18.1,36,3,119
Kings XI Punjab,Mumbai Indians,104,7,18.2,36,4,119
Kings XI Punjab,Mumbai Indians,104,7,18.3,36,4,119
Kings XI Punjab,Mumbai Indians,105,7,18.4,37,4,119
Kings XI Punjab,Mumbai Indians,106,7,18.5,37,5,119
Kings XI Punjab,Mumbai Indians,107,7,18.6,38,5,119
Kings XI Punjab,Mumbai Indians,111,7,19.1,42,5,119
Kings XI Punjab,Mumbai Indians,113,7,19.2,44,5,119
Kings XI Punjab,Mumbai Indians,114,7,19.3,45,5,119
Kings XI Punjab,Mumbai Indians,118,7,19.4,45,9,119
Kings XI Punjab,Mumbai Indians,119,7,19.5,45,10,119
Kings XI Punjab,Mumbai Indians,119,8,19.6,45,10,119
Chennai Super Kings,Rajasthan Royals,27,2,5.1,14,9,164
Chennai Super Kings,Rajasthan Royals,28,2,5.2,15,9,164
Chennai Super Kings,Rajasthan Royals,32,2,5.3,15,13,164
Chennai Super Kings,Rajasthan Royals,33,2,5.4,15,14,164
Chennai Super Kings,Rajasthan Royals,39,2,5.5,21,14,164
Chennai Super Kings,Rajasthan Royals,40,2,5.6,22,14,164
Chennai Super Kings,Rajasthan Royals,41,2,6.1,23,14,164
Chennai Super Kings,Rajasthan Royals,41,2,6.2,23,14,164
Chennai Super Kings,Rajasthan Royals,41,2,6.3,23,14,164
Chennai Super Kings,Rajasthan Royals,45,2,6.4,23,18,164
Chennai Super Kings,Rajasthan Royals,46,2,6.5,23,19,164
Chennai Super Kings,Rajasthan Royals,47,2,6.6,24,19,164
Chennai Super Kings,Rajasthan Royals,53,2,7.1,30,19,164
Chennai Super Kings,Rajasthan Royals,53,2,7.2,30,19,164
Chennai Super Kings,Rajasthan Royals,54,2,7.3,31,19,164
Chennai Super Kings,Rajasthan Royals,54,2,7.4,31,19,164
Chennai Super Kings,Rajasthan Royals,55,2,7.5,31,20,164
Chennai Super Kings,Rajasthan Royals,55,2,7.6,31,20,164
