bat_team,bowl_team,runs,wickets,overs,striker,non-striker,total
Kolkata Knight Riders,Royal Challengers Bangalore,61,0,5.1,41,10,222
Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.2,41,10,222
Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.3,41,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.4,41,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.5,41,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.6,41,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,62,1,6.1,42,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,63,1,6.2,42,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,64,1,6.3,43,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,66,1,6.4,43,3,222
Kolkata Knight Riders,Royal Challengers Bangalore,67,1,6.5,43,4,222
Kolkata Knight Riders,Royal Challengers Bangalore,68,1,6.6,44,4,222
Kolkata Knight Riders,Royal Challengers Bangalore,68,1,7.1,44,4,222
Kolkata Knight Riders,Royal Challengers Bangalore,69,1,7.2,45,4,222
Kolkata Knight Riders,Royal Challengers Bangalore,70,1,7.3,45,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,71,1,7.4,46,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,72,1,7.5,46,6,222
Kolkata Knight Riders,Royal Challengers Bangalore,73,1,7.6,47,6,222
Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.1,47,6,222
Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.2,47,6,222
Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.3,47,6,222
Kolkata Knight Riders,Royal Challengers Bangalore,74,1,8.4,48,6,222
Kolkata Knight Riders,Royal Challengers Bangalore,75,1,8.5,48,7,222
Kolkata Knight Riders,Royal Challengers Bangalore,77,1,8.6,50,7,222
Kolkata Knight Riders,Royal Challengers Bangalore,78,1,9.1,50,8,222
Kolkata Knight Riders,Royal Challengers Bangalore,79,1,9.2,51,8,222
Kolkata Knight Riders,Royal Challengers Bangalore,80,1,9.3,51,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,80,1,9.4,51,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,86,1,9.5,57,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,87,1,9.6,58,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,88,1,10.1,59,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,92,1,10.2,59,13,222
Kolkata Knight Riders,Royal Challengers Bangalore,92,1,10.3,59,13,222
Kolkata Knight Riders,Royal Challengers Bangalore,98,1,10.4,59,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,98,1,10.5,59,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,102,1,10.6,59,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,102,1,11.1,59,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,108,1,11.2,65,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,110,1,11.3,67,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,111,1,11.4,68,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,111,1,11.5,68,19,222
Kolkata Knight Riders,Royal Challengers Bangalore,112,1,11.6,68,20,222
Kolkata Knight Riders,Royal Challengers Bangalore,112,2,12.1,68,20,222
Kolkata Knight Riders,Royal Challengers Bangalore,116,2,12.2,72,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,116,2,12.3,72,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,118,2,12.4,74,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,119,2,12.4,74,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,123,2,12.5,78,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,124,2,12.6,79,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,125,2,13.1,80,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,125,2,13.2,80,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,126,2,13.3,80,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,127,2,13.4,81,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,128,2,13.5,81,2,222
Kolkata Knight Riders,Royal Challengers Bangalore,130,2,13.6,83,2,222
Kolkata Knight Riders,Royal Challengers Bangalore,134,2,14.1,83,6,222
Kolkata Knight Riders,Royal Challengers Bangalore,135,2,14.2,83,7,222
Kolkata Knight Riders,Royal Challengers Bangalore,141,2,14.3,89,7,222
Kolkata Knight Riders,Royal Challengers Bangalore,145,2,14.4,93,7,222
Kolkata Knight Riders,Royal Challengers Bangalore,147,2,14.4,93,7,222
Kolkata Knight Riders,Royal Challengers Bangalore,148,2,14.5,93,8,222
Kolkata Knight Riders,Royal Challengers Bangalore,154,2,14.6,99,8,222
Kolkata Knight Riders,Royal Challengers Bangalore,154,2,15.1,99,8,222
Kolkata Knight Riders,Royal Challengers Bangalore,155,2,15.2,99,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,157,2,15.3,101,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,157,2,15.4,101,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,158,2,15.5,102,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,158,2,15.6,102,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,159,2,16.1,103,9,222
Kolkata Knight Riders,Royal Challengers Bangalore,161,2,16.2,103,11,222
Kolkata Knight Riders,Royal Challengers Bangalore,162,2,16.3,103,12,222
Kolkata Knight Riders,Royal Challengers Bangalore,168,2,16.4,109,12,222
Kolkata Knight Riders,Royal Challengers Bangalore,170,2,16.5,111,12,222
Kolkata Knight Riders,Royal Challengers Bangalore,172,2,16.6,113,12,222
Kolkata Knight Riders,Royal Challengers Bangalore,172,3,17.1,113,12,222
Kolkata Knight Riders,Royal Challengers Bangalore,173,3,17.2,114,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,173,3,17.3,114,0,222
Kolkata Knight Riders,Royal Challengers Bangalore,174,3,17.4,114,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,178,3,17.5,118,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,179,3,17.6,119,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,185,3,18.1,125,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,185,3,18.2,125,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,191,3,18.3,131,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,195,3,18.4,135,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,196,3,18.5,136,1,222
Kolkata Knight Riders,Royal Challengers Bangalore,200,3,18.6,136,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,206,3,19.1,142,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,212,3,19.2,148,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,214,3,19.3,150,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,214,3,19.4,150,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,216,3,19.5,152,5,222
Kolkata Knight Riders,Royal Challengers Bangalore,222,3,19.6,158,5,222
Chennai Super Kings,Kings XI Punjab,46,1,5.1,14,14,240
Chennai Super Kings,Kings XI Punjab,52,1,5.2,20,14,240
Chennai Super Kings,Kings XI Punjab,52,1,5.3,20,14,240
Chennai Super Kings,Kings XI Punjab,53,1,5.4,21,14,240
Chennai Super Kings,Kings XI Punjab,53,1,5.5,21,14,240
Chennai Super Kings,Kings XI Punjab,53,1,5.6,21,14,240
Chennai Super Kings,Kings XI Punjab,57,1,6.1,25,14,240
Chennai Super Kings,Kings XI Punjab,57,2,6.2,25,14,240
Chennai Super Kings,Kings XI Punjab,58,2,6.3,14,1,240
Chennai Super Kings,Kings XI Punjab,60,2,6.4,16,1,240
Chennai Super Kings,Kings XI Punjab,61,2,6.5,17,1,240
Chennai Super Kings,Kings XI Punjab,62,2,6.6,17,2,240
Chennai Super Kings,Kings XI Punjab,62,3,7.1,17,2,240
Chennai Super Kings,Kings XI Punjab,63,3,7.2,17,1,240
Chennai Super Kings,Kings XI Punjab,63,3,7.3,17,1,240
Chennai Super Kings,Kings XI Punjab,64,3,7.4,18,1,240
Chennai Super Kings,Kings XI Punjab,70,3,7.5,18,7,240
Chennai Super Kings,Kings XI Punjab,70,3,7.6,18,7,240
Chennai Super Kings,Kings XI Punjab,71,3,8.1,19,7,240
Chennai Super Kings,Kings XI Punjab,75,3,8.2,19,11,240
Chennai Super Kings,Kings XI Punjab,76,3,8.3,19,12,240
Chennai Super Kings,Kings XI Punjab,76,3,8.4,19,12,240
Chennai Super Kings,Kings XI Punjab,82,3,8.5,25,12,240
Chennai Super Kings,Kings XI Punjab,83,3,8.6,26,12,240
Chennai Super Kings,Kings XI Punjab,85,3,9.1,28,12,240
Chennai Super Kings,Kings XI Punjab,86,3,9.2,29,12,240
Chennai Super Kings,Kings XI Punjab,87,3,9.3,29,13,240
Chennai Super Kings,Kings XI Punjab,87,3,9.4,29,13,240
Chennai Super Kings,Kings XI Punjab,87,3,9.5,29,13,240
Chennai Super Kings,Kings XI Punjab,88,3,9.6,30,13,240
Chennai Super Kings,Kings XI Punjab,94,3,10.1,36,13,240
Chennai Super Kings,Kings XI Punjab,95,3,10.2,37,13,240
Chennai Super Kings,Kings XI Punjab,97,3,10.3,37,15,240
Chennai Super Kings,Kings XI Punjab,97,3,10.4,37,15,240
Chennai Super Kings,Kings XI Punjab,103,3,10.5,37,21,240
Chennai Super Kings,Kings XI Punjab,107,3,10.6,37,25,240
Chennai Super Kings,Kings XI Punjab,113,3,11.1,43,25,240
Chennai Super Kings,Kings XI Punjab,117,3,11.2,47,25,240
Chennai Super Kings,Kings XI Punjab,118,3,11.3,48,25,240
Chennai Super Kings,Kings XI Punjab,124,3,11.4,48,31,240
Chennai Super Kings,Kings XI Punjab,125,3,11.5,48,32,240
Chennai Super Kings,Kings XI Punjab,127,3,11.6,50,32,240
Chennai Super Kings,Kings XI Punjab,128,3,12.0,50,32,240
Chennai Super Kings,Kings XI Punjab,128,4,12.1,50,32,240
Chennai Super Kings,Kings XI Punjab,129,4,12.2,51,0,240
Chennai Super Kings,Kings XI Punjab,130,4,12.2,51,0,240
Chennai Super Kings,Kings XI Punjab,130,4,12.3,51,0,240
Chennai Super Kings,Kings XI Punjab,131,4,12.4,51,1,240
Chennai Super Kings,Kings XI Punjab,132,4,12.5,52,1,240
Chennai Super Kings,Kings XI Punjab,133,4,12.6,52,2,240
Chennai Super Kings,Kings XI Punjab,134,4,13.1,52,3,240
Chennai Super Kings,Kings XI Punjab,134,4,13.2,52,3,240
Chennai Super Kings,Kings XI Punjab,135,4,13.3,53,3,240
Chennai Super Kings,Kings XI Punjab,136,4,13.4,53,4,240
Chennai Super Kings,Kings XI Punjab,142,4,13.5,59,4,240
Chennai Super Kings,Kings XI Punjab,143,4,13.6,59,4,240
Chennai Super Kings,Kings XI Punjab,147,4,14.1,63,4,240
Chennai Super Kings,Kings XI Punjab,148,4,14.2,64,4,240
Chennai Super Kings,Kings XI Punjab,150,4,14.3,64,6,240
Chennai Super Kings,Kings XI Punjab,151,4,14.4,64,7,240
Chennai Super Kings,Kings XI Punjab,155,4,14.5,68,7,240
Chennai Super Kings,Kings XI Punjab,161,4,14.6,74,7,240
Chennai Super Kings,Kings XI Punjab,167,4,15.1,74,13,240
Chennai Super Kings,Kings XI Punjab,167,4,15.2,74,13,240
Chennai Super Kings,Kings XI Punjab,167,5,15.3,74,13,240
Chennai Super Kings,Kings XI Punjab,167,5,15.4,74,0,240
Chennai Super Kings,Kings XI Punjab,168,5,15.5,74,1,240
Chennai Super Kings,Kings XI Punjab,169,5,15.6,75,1,240
Chennai Super Kings,Kings XI Punjab,170,5,16.1,76,1,240
Chennai Super Kings,Kings XI Punjab,171,5,16.2,76,2,240
Chennai Super Kings,Kings XI Punjab,177,5,16.3,82,2,240
Chennai Super Kings,Kings XI Punjab,181,5,16.4,86,2,240
Chennai Super Kings,Kings XI Punjab,182,5,16.5,87,2,240
Chennai Super Kings,Kings XI Punjab,183,5,16.6,87,3,240
Chennai Super Kings,Kings XI Punjab,183,5,17.1,87,3,240
Chennai Super Kings,Kings XI Punjab,187,5,17.2,87,7,240
Chennai Super Kings,Kings XI Punjab,188,5,17.3,87,8,240
Chennai Super Kings,Kings XI Punjab,190,5,17.4,89,8,240
Chennai Super Kings,Kings XI Punjab,196,5,17.5,95,8,240
Chennai Super Kings,Kings XI Punjab,200,5,17.6,99,8,240
Chennai Super Kings,Kings XI Punjab,204,5,18.1,99,12,240
Chennai Super Kings,Kings XI Punjab,205,5,18.2,99,13,240
Chennai Super Kings,Kings XI Punjab,206,5,18.3,100,13,240
Chennai Super Kings,Kings XI Punjab,207,5,18.4,100,14,240
Chennai Super Kings,Kings XI Punjab,213,5,18.5,106,14,240
Chennai Super Kings,Kings XI Punjab,215,5,18.6,108,14,240
Chennai Super Kings,Kings XI Punjab,221,5,19.1,108,20,240
Chennai Super Kings,Kings XI Punjab,227,5,19.2,108,26,240
Chennai Super Kings,Kings XI Punjab,231,5,19.3,108,30,240
Chennai Super Kings,Kings XI Punjab,232,5,19.4,108,31,240
Chennai Super Kings,Kings XI Punjab,238,5,19.5,114,31,240
Chennai Super Kings,Kings XI Punjab,240,5,19.6,116,31,240
Rajasthan Royals,Delhi Daredevils,37,2,5.1,18,1,129
Rajasthan Royals,Delhi Daredevils,38,2,5.2,19,1,129
Rajasthan Royals,Delhi Daredevils,38,2,5.3,19,1,129
Rajasthan Royals,Delhi Daredevils,39,2,5.4,19,1,129
Rajasthan Royals,Delhi Daredevils,40,2,5.5,20,1,129
Rajasthan Royals,Delhi Daredevils,40,2,5.6,20,1,129
Rajasthan Royals,Delhi Daredevils,40,2,6.1,20,1,129
Rajasthan Royals,Delhi Daredevils,41,3,6.2,21,1,129
Rajasthan Royals,Delhi Daredevils,43,3,6.3,3,0,129
Rajasthan Royals,Delhi Daredevils,43,3,6.4,3,0,129
Rajasthan Royals,Delhi Daredevils,43,3,6.5,3,0,129
Rajasthan Royals,Delhi Daredevils,44,3,6.6,4,0,129
Rajasthan Royals,Delhi Daredevils,45,3,7.1,4,0,129
Rajasthan Royals,Delhi Daredevils,46,3,7.2,4,1,129
Rajasthan Royals,Delhi Daredevils,47,3,7.3,5,1,129
Rajasthan Royals,Delhi Daredevils,47,4,7.4,5,1,129
Rajasthan Royals,Delhi Daredevils,47,4,7.5,5,0,129
Rajasthan Royals,Delhi Daredevils,48,4,7.6,5,1,129
Rajasthan Royals,Delhi Daredevils,48,4,8.1,5,1,129
Rajasthan Royals,Delhi Daredevils,48,4,8.2,5,1,129
Rajasthan Royals,Delhi Daredevils,49,4,8.3,5,1,129
Rajasthan Royals,Delhi Daredevils,50,4,8.4,6,1,129
Rajasthan Royals,Delhi Daredevils,50,4,8.5,6,1,129
Rajasthan Royals,Delhi Daredevils,51,4,8.6,6,2,129
Rajasthan Royals,Delhi Daredevils,52,4,9.1,6,2,129
Rajasthan Royals,Delhi Daredevils,53,4,9.2,7,2,129
Rajasthan Royals,Delhi Daredevils,54,4,9.3,7,3,129
Rajasthan Royals,Delhi Daredevils,55,4,9.4,8,3,129
Rajasthan Royals,Delhi Daredevils,56,4,9.5,8,4,129
Rajasthan Royals,Delhi Daredevils,57,4,9.6,9,4,129
Rajasthan Royals,Delhi Daredevils,57,4,10.1,9,4,129
Rajasthan Royals,Delhi Daredevils,57,4,10.2,9,4,129
Rajasthan Royals,Delhi Daredevils,57,5,10.3,9,4,129
Rajasthan Royals,Delhi Daredevils,58,5,10.4,4,1,129
Rajasthan Royals,Delhi Daredevils,58,5,10.5,4,1,129
Rajasthan Royals,Delhi Daredevils,59,5,10.6,5,1,129
Rajasthan Royals,Delhi Daredevils,65,5,11.1,11,1,129
Rajasthan Royals,Delhi Daredevils,69,5,11.2,15,1,129
Rajasthan Royals,Delhi Daredevils,70,5,11.3,16,1,129
Rajasthan Royals,Delhi Daredevils,70,5,11.4,16,1,129
Rajasthan Royals,Delhi Daredevils,71,5,11.5,16,2,129
Rajasthan Royals,Delhi Daredevils,71,5,11.6,16,2,129
Rajasthan Royals,Delhi Daredevils,71,6,12.1,16,2,129
Rajasthan Royals,Delhi Daredevils,75,6,12.2,16,4,129
Rajasthan Royals,Delhi Daredevils,76,6,12.3,16,5,129
Rajasthan Royals,Delhi Daredevils,78,6,12.3,16,5,129
Rajasthan Royals,Delhi Daredevils,78,6,12.4,16,5,129
Rajasthan Royals,Delhi Daredevils,79,6,12.5,16,6,129
Rajasthan Royals,Delhi Daredevils,80,6,12.6,17,6,129
Rajasthan Royals,Delhi Daredevils,84,6,13.1,21,6,129
Rajasthan Royals,Delhi Daredevils,85,6,13.2,22,6,129
Rajasthan Royals,Delhi Daredevils,86,6,13.3,22,7,129
Rajasthan Royals,Delhi Daredevils,86,6,13.4,22,7,129
Rajasthan Royals,Delhi Daredevils,87,6,13.5,23,7,129
Rajasthan Royals,Delhi Daredevils,87,6,13.6,23,7,129
Rajasthan Royals,Delhi Daredevils,93,6,14.1,29,7,129
Rajasthan Royals,Delhi Daredevils,93,7,14.2,29,7,129
Rajasthan Royals,Delhi Daredevils,93,7,14.3,7,0,129
Rajasthan Royals,Delhi Daredevils,94,7,14.4,7,1,129
Rajasthan Royals,Delhi Daredevils,95,7,14.5,8,1,129
Rajasthan Royals,Delhi Daredevils,96,7,14.6,8,2,129
Rajasthan Royals,Delhi Daredevils,96,7,15.1,8,2,129
Rajasthan Royals,Delhi Daredevils,96,7,15.2,8,2,129
Rajasthan Royals,Delhi Daredevils,100,7,15.3,8,6,129
Rajasthan Royals,Delhi Daredevils,100,7,15.4,8,6,129
Rajasthan Royals,Delhi Daredevils,104,7,15.5,10,8,129
Rajasthan Royals,Delhi Daredevils,106,7,15.6,12,8,129
Rajasthan Royals,Delhi Daredevils,107,7,16.1,12,9,129
Rajasthan Royals,Delhi Daredevils,107,7,16.2,12,9,129
Rajasthan Royals,Delhi Daredevils,108,7,16.3,13,9,129
Rajasthan Royals,Delhi Daredevils,108,7,16.4,13,9,129
Rajasthan Royals,Delhi Daredevils,109,7,16.5,13,10,129
Rajasthan Royals,Delhi Daredevils,110,7,16.6,14,10,129
Rajasthan Royals,Delhi Daredevils,110,8,17.1,14,10,129
Rajasthan Royals,Delhi Daredevils,110,8,17.2,10,0,129
Rajasthan Royals,Delhi Daredevils,110,8,17.3,10,0,129
Rajasthan Royals,Delhi Daredevils,110,8,17.4,10,0,129
Rajasthan Royals,Delhi Daredevils,111,8,17.5,10,1,129
Rajasthan Royals,Delhi Daredevils,111,8,17.6,10,1,129
Rajasthan Royals,Delhi Daredevils,111,8,18.1,10,1,129
Rajasthan Royals,Delhi Daredevils,112,8,18.2,10,2,129
Rajasthan Royals,Delhi Daredevils,116,8,18.3,14,2,129
Rajasthan Royals,Delhi Daredevils,120,8,18.4,18,2,129
Rajasthan Royals,Delhi Daredevils,120,8,18.5,18,2,129
Rajasthan Royals,Delhi Daredevils,121,8,18.6,19,2,129
Rajasthan Royals,Delhi Daredevils,125,8,19.1,23,2,129
Rajasthan Royals,Delhi Daredevils,125,8,19.2,23,2,129
Rajasthan Royals,Delhi Daredevils,126,8,19.3,24,2,129
Rajasthan Royals,Delhi Daredevils,127,8,19.4,24,3,129
Rajasthan Royals,Delhi Daredevils,129,8,19.5,26,3,129
Rajasthan Royals,Delhi Daredevils,129,8,19.6,26,3,129
Mumbai Indians,Royal Challengers Bangalore,42,2,5.1,25,3,165
Mumbai Indians,Royal Challengers Bangalore,46,2,5.2,29,3,165
Mumbai Indians,Royal Challengers Bangalore,46,2,5.3,29,3,165
Mumbai Indians,Royal Challengers Bangalore,46,3,5.4,29,3,165
Mumbai Indians,Royal Challengers Bangalore,47,3,5.5,4,0,165
Mumbai Indians,Royal Challengers Bangalore,47,3,5.6,4,0,165
Mumbai Indians,Royal Challengers Bangalore,48,3,6.1,5,0,165
Mumbai Indians,Royal Challengers Bangalore,48,3,6.2,5,0,165
Mumbai Indians,Royal Challengers Bangalore,49,3,6.3,5,1,165
Mumbai Indians,Royal Challengers Bangalore,53,3,6.4,9,1,165
Mumbai Indians,Royal Challengers Bangalore,54,3,6.5,10,1,165
Mumbai Indians,Royal Challengers Bangalore,54,3,6.6,10,1,165
Mumbai Indians,Royal Challengers Bangalore,54,3,7.1,10,1,165
Mumbai Indians,Royal Challengers Bangalore,55,3,7.2,11,1,165
Mumbai Indians,Royal Challengers Bangalore,56,3,7.3,11,2,165
Mumbai Indians,Royal Challengers Bangalore,57,3,7.4,12,2,165
Mumbai Indians,Royal Challengers Bangalore,58,3,7.5,12,3,165
Mumbai Indians,Royal Challengers Bangalore,60,3,7.6,14,3,165
Mumbai Indians,Royal Challengers Bangalore,61,3,8.1,14,3,165
Mumbai Indians,Royal Challengers Bangalore,62,3,8.2,15,3,165
Mumbai Indians,Royal Challengers Bangalore,63,3,8.3,15,4,165
Mumbai Indians,Royal Challengers Bangalore,67,3,8.4,19,4,165
Mumbai Indians,Royal Challengers Bangalore,68,3,8.5,20,4,165
Mumbai Indians,Royal Challengers Bangalore,72,3,8.6,20,8,165
Mumbai Indians,Royal Challengers Bangalore,72,3,9.1,20,8,165
Mumbai Indians,Royal Challengers Bangalore,73,3,9.2,21,8,165
Mumbai Indians,Royal Challengers Bangalore,73,3,9.3,21,8,165
Mumbai Indians,Royal Challengers Bangalore,74,3,9.4,21,8,165
Mumbai Indians,Royal Challengers Bangalore,74,3,9.5,21,8,165
Mumbai Indians,Royal Challengers Bangalore,74,3,9.6,21,8,165
Mumbai Indians,Royal Challengers Bangalore,75,3,10.1,21,9,165
Mumbai Indians,Royal Challengers Bangalore,76,3,10.2,22,9,165
Mumbai Indians,Royal Challengers Bangalore,80,3,10.3,22,13,165
Mumbai Indians,Royal Challengers Bangalore,81,3,10.4,22,14,165
Mumbai Indians,Royal Challengers Bangalore,81,3,10.5,22,14,165
Mumbai Indians,Royal Challengers Bangalore,81,3,10.6,22,14,165
Mumbai Indians,Royal Challengers Bangalore,81,3,11.1,22,14,165
Mumbai Indians,Royal Challengers Bangalore,83,3,11.2,22,16,165
Mumbai Indians,Royal Challengers Bangalore,84,3,11.3,22,17,165
Mumbai Indians,Royal Challengers Bangalore,84,3,11.4,22,17,165
Mumbai Indians,Royal Challengers Bangalore,88,3,11.5,26,17,165
Mumbai Indians,Royal Challengers Bangalore,94,3,11.6,32,17,165
Mumbai Indians,Royal Challengers Bangalore,94,3,12.1,32,17,165
Mumbai Indians,Royal Challengers Bangalore,95,3,12.2,32,18,165
Mumbai Indians,Royal Challengers Bangalore,95,3,12.3,32,18,165
Mumbai Indians,Royal Challengers Bangalore,95,3,12.4,32,18,165
Mumbai Indians,Royal Challengers Bangalore,96,3,12.5,33,18,165
Mumbai Indians,Royal Challengers Bangalore,97,3,12.6,33,19,165
Mumbai Indians,Royal Challengers Bangalore,97,3,13.1,33,19,165
Mumbai Indians,Royal Challengers Bangalore,97,3,13.2,33,19,165
Mumbai Indians,Royal Challengers Bangalore,97,4,13.3,33,19,165
Mumbai Indians,Royal Challengers Bangalore,98,4,13.4,34,0,165
Mumbai Indians,Royal Challengers Bangalore,98,4,13.5,34,0,165
Mumbai Indians,Royal Challengers Bangalore,99,4,13.6,34,0,165
Mumbai Indians,Royal Challengers Bangalore,100,4,14.1,34,1,165
Mumbai Indians,Royal Challengers Bangalore,101,4,14.2,35,1,165
Mumbai Indians,Royal Challengers Bangalore,102,4,14.3,35,2,165
Mumbai Indians,Royal Challengers Bangalore,102,4,14.4,35,2,165
Mumbai Indians,Royal Challengers Bangalore,104,4,14.5,37,2,165
Mumbai Indians,Royal Challengers Bangalore,105,4,14.6,38,2,165
Mumbai Indians,Royal Challengers Bangalore,106,4,15.1,39,2,165
Mumbai Indians,Royal Challengers Bangalore,107,4,15.2,39,3,165
Mumbai Indians,Royal Challengers Bangalore,108,4,15.3,40,3,165
Mumbai Indians,Royal Challengers Bangalore,109,4,15.3,40,3,165
Mumbai Indians,Royal Challengers Bangalore,110,4,15.4,40,4,165
Mumbai Indians,Royal Challengers Bangalore,114,4,15.5,44,4,165
Mumbai Indians,Royal Challengers Bangalore,118,4,15.6,48,4,165
Mumbai Indians,Royal Challengers Bangalore,119,4,16.1,48,5,165
Mumbai Indians,Royal Challengers Bangalore,120,4,16.2,48,5,165
Mumbai Indians,Royal Challengers Bangalore,124,4,16.3,48,9,165
Mumbai Indians,Royal Challengers Bangalore,125,4,16.4,48,10,165
Mumbai Indians,Royal Challengers Bangalore,125,5,16.5,48,10,165
Mumbai Indians,Royal Challengers Bangalore,129,5,16.6,10,4,165
Mumbai Indians,Royal Challengers Bangalore,131,5,17.1,12,4,165
Mumbai Indians,Royal Challengers Bangalore,137,5,17.2,18,4,165
Mumbai Indians,Royal Challengers Bangalore,138,5,17.3,19,4,165
Mumbai Indians,Royal Challengers Bangalore,142,5,17.4,19,8,165
Mumbai Indians,Royal Challengers Bangalore,148,5,17.5,19,14,165
Mumbai Indians,Royal Challengers Bangalore,149,5,17.6,19,15,165
Mumbai Indians,Royal Challengers Bangalore,150,5,18.1,19,16,165
Mumbai Indians,Royal Challengers Bangalore,151,5,18.2,20,16,165
Mumbai Indians,Royal Challengers Bangalore,151,5,18.3,20,16,165
Mumbai Indians,Royal Challengers Bangalore,152,5,18.4,20,17,165
Mumbai Indians,Royal Challengers Bangalore,152,6,18.5,20,17,165
Mumbai Indians,Royal Challengers Bangalore,158,6,18.6,23,0,165
Mumbai Indians,Royal Challengers Bangalore,159,6,19.1,23,1,165
Mumbai Indians,Royal Challengers Bangalore,159,6,19.2,23,1,165
Mumbai Indians,Royal Challengers Bangalore,163,6,19.3,27,1,165
Mumbai Indians,Royal Challengers Bangalore,164,6,19.4,28,1,165
Mumbai Indians,Royal Challengers Bangalore,165,6,19.5,28,2,165
Mumbai Indians,Royal Challengers Bangalore,165,7,19.6,28,2,165
Kings XI Punjab,Rajasthan Royals,39,1,5.1,9,4,166
Kings XI Punjab,Rajasthan Royals,45,1,5.2,10,9,166
Kings XI Punjab,Rajasthan Royals,49,1,5.3,14,9,166
Kings XI Punjab,Rajasthan Royals,53,1,5.4,18,9,166
Kings XI Punjab,Rajasthan Royals,53,1,5.5,18,9,166
Kings XI Punjab,Rajasthan Royals,54,1,5.6,19,9,166
Kings XI Punjab,Rajasthan Royals,55,1,6.1,20,9,166
Kings XI Punjab,Rajasthan Royals,56,1,6.2,20,10,166
Kings XI Punjab,Rajasthan Royals,56,2,6.3,20,10,166
Kings XI Punjab,Rajasthan Royals,56,2,6.4,10,0,166
Kings XI Punjab,Rajasthan Royals,57,2,6.5,10,1,166
Kings XI Punjab,Rajasthan Royals,59,2,6.6,12,1,166
Kings XI Punjab,Rajasthan Royals,60,2,7.0,12,1,166
Kings XI Punjab,Rajasthan Royals,61,2,7.1,12,2,166
Kings XI Punjab,Rajasthan Royals,64,2,7.2,15,2,166
Kings XI Punjab,Rajasthan Royals,64,3,7.3,15,2,166
Kings XI Punjab,Rajasthan Royals,68,3,7.4,15,4,166
Kings XI Punjab,Rajasthan Royals,69,3,7.4,15,4,166
Kings XI Punjab,Rajasthan Royals,70,3,7.5,15,4,166
Kings XI Punjab,Rajasthan Royals,71,3,8.6,15,5,166
Kings XI Punjab,Rajasthan Royals,71,3,8.1,15,5,166
Kings XI Punjab,Rajasthan Royals,72,3,8.2,16,5,166
Kings XI Punjab,Rajasthan Royals,73,3,8.3,16,6,166
Kings XI Punjab,Rajasthan Royals,73,3,8.4,16,6,166
Kings XI Punjab,Rajasthan Royals,73,4,8.5,16,6,166
